REPYR,REPORT_NUM,FAC NAME,CHEM NAME,TRIFACID,FAC STREET1,FAC CITY,FAC ZIP,FAC COUNTY,CAS_NO,TECH NAME,TECH PHONE,TECH E-ADDRESS,CONT NAME,CONT PHONE,CONT_E-ADDRESS,NAICS,NAICS1,NAICS2,NAICS3,NAICS4,NAICS5,NAICS6,FORM A,FORM R,REVISION,REVISIONCODE1,REVISIONCODE2,WITHDRAWAL,WITHDRAWALCODE1,WITHDRAWALCODE2,MAX ONSITE,FUGITIVE,STACK,WATER1,RIVER1,WATER2,RIVER2,RCRA REL,LANDFILL,LANDFARM,LANDIMP,LANDIMP OTHR,LANDOTHR,METAL,METAL TO POTW,POTW,POTW2,OFF TRE,OFF STE REL1,OFF STE TRE1,OFF STATE1,OFF STE REL2,OFF STE TRE2,OFF STATE2,OFF STE REL3,OFF STE TRE3,OFF STATE3,OFF STE REL4,OFF STE TRE4,OFF STATE4,OFF STE REL5,OFF STE TRE5,OFF STATE5,OFF STE REL6,OFF STE TRE6,OFF STATE6,OFF STE REL7,OFF STE TRE7,OFF STATE7,OFF STE REL8,OFF STE TRE8,OFF STATE8,OFF STE REL9,OFF STE TRE9,OFF STATE9,ON ER B,OFF ER B,ON RCY B,OFF RCY B,ON TRE B,NON POTW OFF TRE,ACCID,P INDEX,CALC REL B,CALC OFF DIS,CALC OFF ER B,CALC OFF RCY B,RELEASE B,REL 81 A,REL 81 B,REL 81 C,REL 81 D,TOTAL TO AIR,TOTAL TO LAND,TOTAL TO WATER,FAC MAILSTREET1,FAC MAILCITY,FAC MAILSTREET2,FAC MAILSTATE,FAC MAILZIP,FAC MAILCOUNTY,CERT NAME,CERT TITLE,RIVERPERCENT1,RIVERPERCENT2,FUGITIVEBASIS,STACKBASIS,BASISCODE1,BASISCODE2,RCRA RELBASIS,LANDFILLBASIS,LANDFARMBASIS,LANDIMPBASIS,LANDIMP OTHRBASIS,LANDOTHRBASIS,POTWBASIS1,POTWFAC1,POTWCITY1,POTWSTATE1,POTWBASIS2,POTWFAC2,POTWCITY2,POTWSTATE2,OFF CITY1,OFF NAME1,OFF BASIS1,OFF CITY2,OFF NAME2,OFF BASIS2,OFF CITY3,OFF NAME3,OFF BASIS3,OFF CITY4,OFF NAME4,OFF BASIS4,OFF CITY5,OFF NAME5,OFF BASIS5,OFF CITY6,OFF NAME6,OFF BASIS6,OFF CITY7,OFF NAME7,OFF BASIS7,OFF CITY8,OFF NAME8,OFF BASIS8,OFF CITY9,OFF NAME9,OFF BASIS9,Geocoded Facility Location
2016,4538,DELAWARE CITY REFINERY,Dioxin and Dioxin-like Compounds,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,N150,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,13,0,0.00126326,0,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0.00126326,0,0,1.01,0.00126326,0,0,0,0,0,0.00126326,0,0,0.00126326,0,0,,,,,,,John Deemer,HSE Manager,0,0,,O,M2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4573,DELAWARE CITY REFINERY,Ethylbenzene,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,000100-41-4,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,1,RR5,,0,,,4,154,1636,5,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0.069,6.565,M64,PA,2.853,M64,VA,0.552,M64,VA,0.051,M64,MI,0.024,M50,DE,0.023,M95,MI,0.018,M95,MI,0.013,M64,PA,0.003,M50,MD,0,0,0,0,52239,0.069,0,1.03,1805.039,10.05,0,0,0,0,1795,10.039,0,1790,0,5,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,MORRISVILLE,GROWS LDFL WASTE MGMT,M2,WAVERLY,ATLANTIC WASTE DISPOSAL,M2,SALUDA,MIDDLE PENINSULA LANDFILL,M2,DETROIT,EQ DETROIT INC,M2,NEW CASTLE,CLEAN EARTH OF NEW CASTLE - 94,M2,DETROIT,EQ DETROIT INC,M2,BELLEVILLE,MICHIGAN DISPOSAL,M2,Wellsboro,Phoenix Resources,M2,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",,
2016,4531,DELAWARE CITY REFINERY,Ethylene,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,000074-85-1,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,3,94,5666,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.94,5760,0,0,0,0,0,5760,0,0,5760,0,0,,,,,,,John Deemer,HSE Manager,0,0,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4532,DELAWARE CITY REFINERY,Hydrochloric acid,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,007647-01-0,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,5,1.08,162.79,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,105456,0,0,1.2,163.87,0,0,0,0,0,163.87,0,0,163.87,0,0,,,,,,,John Deemer,HSE Manager,0,0,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4533,DELAWARE CITY REFINERY,Hydrogen cyanide,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,000074-90-8,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,5,0,18113,203,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,488107,0,0,1.02,18316,0,0,0,0,0,18316,0,0,18113,0,203,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4534,DELAWARE CITY REFINERY,Hydrogen Sulfide,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,007783-06-4,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,9,52,19530,0.5,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,336301707,0,0,0.93,19582.5,0,0,0,0,0,19582.5,0,0,19582,0,0.5,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4535,DELAWARE CITY REFINERY,Lead Compounds,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,N420,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,2,0.06,95,2.4,DELAWARE RIVER,0,,0,0,0,0,0,0,1,0,0,0,0,42.433,M64,PA,23.384,M26,DE,14.878,M64,VA,13.924,M26,TX,4.528,M26,OK,4.231,M26,TX,2.837,M93,MI,1.982,M65,OH,1.761,M24,LA,0,0,0,51.102,0,0,0,0.35,158.433,61.487,0,0,0,0,97.46,60.973,0,95.06,0,2.4,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,MORRISVILLE,GROWS LDFL WASTE MGMT,M2,NEW CASTLE,CLEAN EARTH OF NEW CASTLE - 94,M2,WAVERLY,ATLANTIC WASTE DISPOSAL,M2,PASADENA,EURECAT US,M2,MCALESTER,TRICAT INC,M2,San Leon,Duratherm Inc.,M2,BELLEVILLE,MICHIGAN DISPOSAL,M2,GRAFTON,ROSS INCINERATION SERVICES INC,M2,Lafayette,Catalyst Recovery of Louisiana,,
2016,4536,DELAWARE CITY REFINERY,Mercury Compounds,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,N458,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,1,0.01,98,1.5,DELAWARE RIVER,0,,0,0,0,0,0,0,1,0,0,0,0,0.148,M93,MI,0.027,M26,DE,0.012,M64,PA,0.011,M64,DE,0.005,M93,MI,0.002,M26,TX,0.001,M64,VA,0,,,0,,,0,0,0,0.182,0,0,0,0.98,99.534,0.024,0,0,0,0,99.51,0.024,0,98.01,0,1.5,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,DETROIT,EQ DETROIT INC,M2,NEW CASTLE,CLEAN EARTH OF NEW CASTLE - 94,M2,MORRISVILLE,GROWS LDFL WASTE MGMT,M2,New Castle,Delaware Recyclable Products I,M2,BELLEVILLE,MICHIGAN DISPOSAL,M2,San Leon,Duratherm Inc.,M2,WAVERLY,ATLANTIC WASTE DISPOSAL,M2,,,,,,,
2016,4537,DELAWARE CITY REFINERY,Methanol,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,000067-56-1,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,4,7,4833,5,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,1985,0,0,0.48,4845,0,0,0,0,0,4845,0,0,4840,0,5,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4539,DELAWARE CITY REFINERY,Molybdenum trioxide,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,001313-27-5,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,1,0,13,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1.314,M26,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,1.314,0,0,0,0.74,13,0,0,0,0,0,13,0,0,13,0,0,,,,,,,John Deemer,HSE Manager,0,0,,O,,,,,,,,,,,,,,,,,NEW CASTLE,CLEAN EARTH OF NEW CASTLE - 94,M2,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4557,DELAWARE CITY REFINERY,Naphthalene,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,000091-20-3,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,4,50,1912,0.11,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0.318,0.318,M50,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,12551,0.318,0,1.04,1962.11,0,0,0,0,0,1962.11,0,0,1962,0,0.11,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,NEW CASTLE,CLEAN EARTH OF NEW CASTLE - 94,O,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4550,DELAWARE CITY REFINERY,n-Hexane,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,000110-54-3,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,5,549,19181,5,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,163268,0,0,1.34,19735,0,0,0,0,0,19735,0,0,19730,0,5,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4543,DELAWARE CITY REFINERY,Nickel Compounds,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,N495,Bonnie McMichael,3028346074,bonnie.mcmichael@pbfenergy.com,Lisa Lindsey,3028346033,lisa.lindsey@pbfenergy.com,324,324110,,,,,,0,1,0,,,0,,,4,7.11,1677,1573,DELAWARE RIVER,0,,0,0,0,0,0,0,1,0,0,0,0,2631.682,M26,TX,20.094,M26,DE,2.871,M64,VA,0.001,M26,MI,0.001,M93,MI,0.001,M93,MI,0,,,0,,,0,,,0,0,0,2651.779,0,0,0,0,3259.981,2.871,0,0,0,0,3257.11,2.871,0,1684.11,0,1573,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,San Leon,Duratherm Inc.,M2,NEW CASTLE,CLEAN EARTH OF NEW CASTLE - 94,M2,WAVERLY,ATLANTIC WASTE DISPOSAL,M2,DETROIT,EQ TRANSFER AND PROCESSING,M2,DETROIT,EQ DETROIT INC,M2,BELLEVILLE,MICHIGAN DISPOSAL,M2,,,,,,,,,,
2016,4540,DELAWARE CITY REFINERY,Nitrate compounds,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,N511,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,6,0,0,2451026,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.73,2451026,0,0,0,0,0,2451026,0,0,0,0,2451026,,,,,,,John Deemer,HSE Manager,0,0,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4558,DELAWARE CITY REFINERY,Phenanthrene,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,000085-01-8,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,1,0.02,1.44,5,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0.387,0.387,M50,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,40,0.387,0,0.18,6.46,0,0,0,0,0,6.46,0,0,1.46,0,5,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,NEW CASTLE,CLEAN EARTH OF NEW CASTLE - 94,M2,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4541,DELAWARE CITY REFINERY,Phenol,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,000108-95-2,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,5,0,135,165,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,55549,0,0,0,272375,0,0,1.03,300,0,0,0,0,0,300,0,0,135,0,165,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4542,DELAWARE CITY REFINERY,Polycyclic aromatic compounds,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,N590,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,2,0.01,204,3.76,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,372,0,0,1.02,207.77,0,0,0,0,0,207.77,0,0,204.01,0,3.76,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4544,DELAWARE CITY REFINERY,Propylene,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,000115-07-1,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,3,533,4374,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.97,4907,0,0,0,0,0,4907,0,0,4907,0,0,,,,,,,John Deemer,HSE Manager,0,0,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4545,DELAWARE CITY REFINERY,Styrene,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,000100-42-5,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,3,1.13,8,5,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,1127,0,0,1.04,14.13,0,0,0,0,0,14.13,0,0,9.129999999999999,0,5,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4546,DELAWARE CITY REFINERY,Sulfuric acid,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,007664-93-9,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,5,0,107808,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.5,107808,0,0,0,0,0,107808,0,0,107808,0,0,,,,,,,John Deemer,HSE Manager,0,0,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4547,DELAWARE CITY REFINERY,Tetrachloroethylene,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,000127-18-4,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,1,0,4,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.44,4,0,0,0,0,0,4,0,0,4,0,0,,,,,,,John Deemer,HSE Manager,0,0,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4574,DELAWARE CITY REFINERY,Toluene,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,000108-88-3,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,1,RR5,,0,,,5,629,11382,5,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0.171,73.591,M64,PA,8.545,M64,VA,5.19,M64,VA,0.44,M64,PA,0.088,M95,MI,0.059,M64,MI,0.04,M95,MI,0.039,M50,DE,0.013,M64,PA,0,0,0,0,221265,0.171,0,1.02,12103.843,87.841,0,0,0,0,12016,87.843,0,12011,0,5,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,MORRISVILLE,GROWS LDFL WASTE MGMT,M2,WAVERLY,ATLANTIC WASTE DISPOSAL,M2,SALUDA,MIDDLE PENINSULA LANDFILL,M2,Kersey,Advanced Disposal Services (Gr,M2,DETROIT,EQ DETROIT INC,M2,DETROIT,EQ DETROIT INC,M2,BELLEVILLE,MICHIGAN DISPOSAL,M2,NEW CASTLE,CLEAN EARTH OF NEW CASTLE - 94,M2,Wellsboro,Phoenix Resources,,
2016,4572,DELAWARE CITY REFINERY,Xylene (mixed isomers),19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,001330-20-7,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,1,RR5,,0,,,5,827,4104,5,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0.484,514.899,M64,PA,35.826,M64,VA,20.868,M64,VA,19.577,M64,PA,0.17,M64,MI,0.163,M50,DE,0.11,M50,TN,0.101,M95,MI,0.097,M95,MI,0,0,0,0,212170,0.484,0,1.02,5527.375,1125.825,0,0,0,0,4936,591.375,0,4931,0,5,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,MORRISVILLE,GROWS LDFL WASTE MGMT,M2,SALUDA,MIDDLE PENINSULA LANDFILL,M2,WAVERLY,ATLANTIC WASTE DISPOSAL,M2,Kersey,Greentree Landfill (Advanced D,M2,DETROIT,EQ DETROIT INC,M1,NEW CASTLE,CLEAN EARTH OF NEW CASTLE - 94,M1,WARTBURG,HERAEUS PRECIOUS METALS NORTH,M2,DETROIT,EQ DETROIT INC,M2,BELLEVILLE,MICHIGAN DISPOSAL,,
2016,4601,DENTSPLY MAIN PLANT,Mercury,19963CLKDNLAKEV,38 W CLARKE AVE,MILFORD,19963,Sussex,007439-97-6,Colby Landiss,3024224511,Colby.Landiss@dentsplysirona.com,JESSE BAUTISTA,3024224511,JESSE.BAUTISTA@DENTSPLYSIRONA.COM,339,339114,,,,,,0,1,0,,,0,,,3,0,0.68,0,,0,,0,0,0,0,0,0,1,0,0,0,0,1979,M24,PA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,1979,0,0,0,0.79,0.68,0,0,0,0,0,0.68,0,0,0.68,0,0,38 W CLARKE AVE,MILFORD,,DE,19963,,Jesse Bautista,Plant Manager,0,0,M2,M2,,,,,,,,,,,,,,,,,ALLENTOWN,AERC COM,O,,,,,,,,,,,,,,,,,,,,,,,,,"38 W CLARKE AVE
MILFORD, DE 19963
(38.906649, -75.434236)"
2016,4602,DENTSPLY WEST PLANT,Methanol,19963CLKDN779EA,779 E MASTEN CIR,MILFORD,19963,Kent,000067-56-1,Colby Landiss,3024224511,Colby.Landiss@dentsplysirona.com,JESSE BAUTISTA,3024224511,JESSE.BAUTISTA@DENTSPLYSIRONA.COM,339,339114,,,,,,0,1,0,,,0,,,3,398,1206,0,,0,,0,0,0,0,0,0,0,0,77,0,77,9882,M92,OH,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,9882,0,0,0,0,0,0.89,1604,0,0,0,0,0,1604,0,0,1604,0,0,38 W CLARKE,MILFORD,,DE,19963,,Jesse Bautista,Plant Manager,0,0,E2,E2,,,,,,,,,O,KENT COUNTY REGIONAL WWTF,MILFORD,DE,,,,,GRAFTON,ROSS INCINERATION SERVICES INC,C,,,,,,,,,,,,,,,,,,,,,,,,,"779 E MASTEN CIR
MILFORD, DE 19963
(38.921301, -75.44052)"
2016,4603,DENTSPLY WEST PLANT,Methyl methacrylate,19963CLKDN779EA,779 E MASTEN CIR,MILFORD,19963,Kent,000080-62-6,Colby Landiss,3024224511,Colby.Landiss@dentsplysirona.com,JESSE BAUTISTA,3024224511,JESSE.BAUTISTA@DENTSPLYSIRONA.COM,339,339114,,,,,,0,1,0,,,0,,,4,995,8,0,,0,,0,0,0,0,0,0,0,0,86.6,0,86.6,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.13,1003,0,0,0,0,0,1003,0,0,1003,0,0,38 W CLARKE,MILFORD,,DE,19963,,Jesse Bautista,Plant Manager,0,0,O,E2,,,,,,,,,C,KENT COUNTY REGIONAL WWTF,MILFORD,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"779 E MASTEN CIR
MILFORD, DE 19963
(38.921301, -75.44052)"
2016,4604,DENTSPLY WEST PLANT,Toluene,19963CLKDN779EA,779 E MASTEN CIR,MILFORD,19963,Kent,000108-88-3,Colby Landiss,3024224511,Colby.Landiss@dentsplysirona.com,JESSE BAUTISTA,3024224511,JESSE.BAUTISTA@DENTSPLY.COM,339,339114,,,,,,0,1,0,,,0,,,3,0,1799,0,,0,,0,0,0,0,0,0,0,0,0,0,0,10433,M92,OH,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,10433,0,0,0,0,0,0.81,1799,0,0,0,0,0,1799,0,0,1799,0,0,38 W CLARKE,MILFORD,,DE,19963,,Jesse Bautista,Plant Manager,0,0,O,M2,,,,,,,,,,,,,,,,,GRAFTON,ROSS INCINERATION SERVICES INC,C,,,,,,,,,,,,,,,,,,,,,,,,,"779 E MASTEN CIR
MILFORD, DE 19963
(38.921301, -75.44052)"
2016,4390,DOVER AFB,"1,2,4-Trimethylbenzene",19902DVRRF436SP,436 CES/CC 600 CHEVRON AVE,DOVER AFB,19902,Kent,000095-63-6,LEE DISALVO,3026774753,LEE.DISALVO@US.AF.MIL,JENNIFER VALLEE,3026773370,,928,928110,,,,,,0,1,0,,,0,,,8,23,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.01,23,0,0,0,0,0,23,0,0,23,0,0,,,,,,,Lee DiSalvo,"Chief, Environmental Compliance",0,0,E2,E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
